Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E379,Kenneth Wyatt,DevOps,2.7,,Chennai,"Worked on projects involving API Development, Incident Response, and Container Orchestration. Delivered solutions for telecom domain.",api development incident response container orchestration involving api development incident response container orchestration,Junior,api development incident response container orchestration involving api development incident response container orchestration,False
E380,Devin Hines,DevOps,4.1,,Pune,"Worked on projects involving Data Quality Management, Azure, and Jenkins. Delivered solutions for telecom domain.",data quality management azure jenkins involving data quality management azure jenkins,Mid-Level,data quality management azure jenkins involving data quality management azure jenkins,False
E381,Jeffery Sparks,Cloud Engineering,2.0,,Delhi,"Worked on projects involving Data Privacy Compliance, Robotic Process Automation, and Penetration Testing. Delivered solutions for finance domain.",data privacy compliance robotic process automation penetration testing involving data privacy compliance robotic process automation penetration testing,Junior,data privacy compliance robotic process automation penetration testing involving data privacy compliance robotic process automation penetration testing,False
E382,Jessica Tucker,AI Research,14.4,,Pune,"Worked on projects involving Data Mesh Architecture, Network Security, and NoSQL. Delivered solutions for retail domain.",data mesh architecture network security nosql involving data mesh architecture network security nosql,Expert,data mesh architecture network security nosql involving data mesh architecture network security nosql,False
E383,Christina Preston,Software Development,2.7,,Mumbai,"Worked on projects involving Data Warehousing, SQL, and Java. Delivered solutions for retail domain.",data warehousing sql java involving data warehousing sql java,Junior,data warehousing sql java involving data warehousing sql java,False
E384,John Sampson,DevOps,12.6,,Pune,"Worked on projects involving Node.js, Big Data, and Agile. Delivered solutions for retail domain.",node involving node,Expert,node involving node,False
E385,Kevin Brown,DevOps,13.2,,Delhi,"Worked on projects involving CI/CD Pipelines, NoSQL, and Mobile Development. Delivered solutions for retail domain.",ci/cd pipelines nosql mobile development involving ci/cd pipelines nosql mobile development,Expert,ci/cd pipelines nosql mobile development involving ci/cd pipelines nosql mobile development,False
E386,Jason Hines,Cybersecurity,5.4,,Chennai,"Worked on projects involving NoSQL, Robotic Process Automation, and REST APIs. Delivered solutions for healthcare domain.",nosql robotic process automation rest apis involving nosql robotic process automation rest apis,Mid-Level,nosql robotic process automation rest apis involving nosql robotic process automation rest apis,False
E387,Erik Stephenson,Cloud Engineering,7.9,,Pune,"Worked on projects involving Agile, Business Intelligence, and AWS. Delivered solutions for retail domain.",agile business intelligence aws involving agile business intelligence aws,Senior,agile business intelligence aws involving agile business intelligence aws,False
E388,Deborah Johnson,Software Development,10.9,,Mumbai,"Worked on projects involving Scrum, Business Intelligence, and Terraform. Delivered solutions for retail domain.",scrum business intelligence terraform involving scrum business intelligence terraform,Senior,scrum business intelligence terraform involving scrum business intelligence terraform,False
E389,Amy Phillips,DevOps,11.7,,Pune,"Worked on projects involving REST APIs, Data Warehousing, and SQL Database Management. Delivered solutions for insurance domain.",rest apis data warehousing sql database management involving rest apis data warehousing sql database management,Senior,rest apis data warehousing sql database management involving rest apis data warehousing sql database management,False
E390,Julie Robles MD,Software Development,13.6,,Mumbai,"Worked on projects involving Microservices, PostgreSQL, and CI/CD Pipelines. Delivered solutions for insurance domain.",microservices postgresql ci/cd pipelines involving microservices postgresql ci/cd pipelines,Expert,microservices postgresql ci/cd pipelines involving microservices postgresql ci/cd pipelines,False
E391,Hannah Heath,Software Development,11.7,,Mumbai,"Worked on projects involving Python, Node.js, and Quantum Computing. Delivered solutions for retail domain.",python node involving python node,Senior,python node involving python node,False
E392,Amy Garcia,Cybersecurity,8.1,,Pune,"Worked on projects involving Quantum Computing, Agile, and Terraform. Delivered solutions for finance domain.",quantum computing agile terraform involving quantum computing agile terraform,Senior,quantum computing agile terraform involving quantum computing agile terraform,False
E393,Troy Davis,DevOps,14.8,,Pune,"Worked on projects involving Business Intelligence, Big Data, and Java. Delivered solutions for retail domain.",business intelligence big data java involving business intelligence big data java,Expert,business intelligence big data java involving business intelligence big data java,False
E394,Stephanie Roberts,Cybersecurity,7.6,,Delhi,"Worked on projects involving API Development, Incident Response, and Cloud Security. Delivered solutions for insurance domain.",api development incident response cloud security involving api development incident response cloud security,Senior,api development incident response cloud security involving api development incident response cloud security,False
E395,Jack Humphrey,Cloud Engineering,10.8,,Mumbai,"Worked on projects involving Big Data, React, and GraphQL API Development. Delivered solutions for healthcare domain.",big data react graphql api development involving big data react graphql api development,Senior,big data react graphql api development involving big data react graphql api development,False
